FIGHERT1,FIGHERT2,OUTCOME1,OUTCOME2,METHOD,ROUND,TIME,REFEREE,DATE
Stephen Thompson ,Kevin Holland ,W,L,KO/TKO ,4,5:00,Dan Miragliotta,"December 03, 2022"
Bryan Barberena ,Rafael Dos Anjos ,L,W,Submission ,2,3:20,Marc Goddard,"December 03, 2022"
Matheus Nicolau ,Matt Schnell ,W,L,KO/TKO ,2,1:44,Keith Peterson,"December 03, 2022"
Tai Tuivasa ,Sergei Pavlovich ,L,W,KO/TKO ,1,0:54,Dan Miragliotta,"December 03, 2022"
Jack Hermansson ,Roman Dolidze ,L,W,KO/TKO ,2,4:06,Marc Goddard,"December 03, 2022"
Eryk Anders ,Kyle Daukaus ,W,L,KO/TKO ,2,2:45,Keith Peterson,"December 03, 2022"
Niko Price ,Phil Rowe ,L,W,KO/TKO ,3,3:26,Marc Goddard,"December 03, 2022"
Angela Hill ,Emily Ducote ,W,L,Decision - Unanimous ,3,5:00,Andrew Glenn,"December 03, 2022"
Clay Guida ,Scott Holtzman ,W,L,Decision - Split ,3,5:00,Larry Folsom,"December 03, 2022"
Michael Johnson ,Marc Diakiese ,W,L,Decision - Unanimous ,3,5:00,Keith Peterson,"December 03, 2022"
Darren Elkins ,Jonathan Pearce ,L,W,Decision - Unanimous ,3,5:00,Dan Miragliotta,"December 03, 2022"
Natan Levy ,Genaro Valdez ,W,L,Decision - Unanimous ,3,5:00,Andrew Glenn,"December 03, 2022"
Marcelo Rojo ,Francis Marshall ,L,W,KO/TKO ,2,1:14,Larry Folsom,"December 03, 2022"
Yazmin Jauregui ,Istela Nunes ,W,L,KO/TKO ,2,4:06,Keith Peterson,"December 03, 2022"
Kennedy Nzechukwu ,Ion Cutelaba ,W,L,KO/TKO ,2,1:02,Keith Peterson,"November 19, 2022"
Chase Sherman ,Waldo Cortes-Acosta ,L,W,Decision - Unanimous ,3,5:00,Jacob Montalvo,"November 19, 2022"
Andre Fialho ,Muslim Salikhov ,L,W,KO/TKO ,3,1:03,Chris Tognoni,"November 19, 2022"
Jack Della Maddalena ,Danny Roberts ,W,L,KO/TKO ,1,3:24,Mark Smith,"November 19, 2022"
Charles Johnson ,Zhalgas Zhumagulov ,W,L,Decision - Split ,3,5:00,Keith Peterson,"November 19, 2022"
Jennifer Maia ,Maryna Moroz ,W,L,Decision - Unanimous ,3,5:00,Jacob Montalvo,"November 19, 2022"
Vince Morales ,Miles Johns ,L,W,Decision - Unanimous ,3,5:00,Chris Tognoni,"November 19, 2022"
Ricky Turcios ,Kevin Natividad ,W,L,Decision - Split ,3,5:00,Mark Smith,"November 19, 2022"
Vanessa Demopoulos ,Maria Oliveira ,W,L,Decision - Unanimous ,3,5:00,Keith Peterson,"November 19, 2022"
Brady Hiestand ,Fernie Garcia ,W,L,Decision - Unanimous ,3,5:00,Jacob Montalvo,"November 19, 2022"
Natalia Silva ,Tereza Bleda ,W,L,KO/TKO ,3,1:27,Chris Tognoni,"November 19, 2022"
Israel Adesanya ,Alex Pereira ,L,W,KO/TKO ,5,2:01,Marc Goddard,"November 12, 2022"
Carla Esparza ,Zhang Weili ,L,W,Submission ,2,1:05,Keith Peterson,"November 12, 2022"
Dustin Poirier ,Michael Chandler ,W,L,Submission ,3,2:00,Dan Miragliotta,"November 12, 2022"
Frankie Edgar ,Chris Gutierrez ,L,W,KO/TKO ,1,2:01,Kevin MacDonald,"November 12, 2022"
Dan Hooker ,Claudio Puelles ,W,L,KO/TKO ,2,4:06,Keith Peterson,"November 12, 2022"
Brad Riddell ,Renato Moicano ,L,W,Submission ,1,3:20,Dan Miragliotta,"November 12, 2022"
Dominick Reyes ,Ryan Spann ,L,W,KO/TKO ,1,1:20,Marc Goddard,"November 12, 2022"
Erin Blanchfield ,Molly McCann ,W,L,Submission ,1,3:37,Kevin MacDonald,"November 12, 2022"
Andre Petroski ,Wellington Turman ,W,L,Decision - Unanimous ,3,5:00,Keith Peterson,"November 12, 2022"
Matt Frevola ,Ottman Azaitar ,W,L,KO/TKO ,1,2:30,Dan Miragliotta,"November 12, 2022"
Karolina Kowalkiewicz ,Silvana Gomez Juarez ,W,L,Decision - Unanimous ,3,5:00,Marc Goddard,"November 12, 2022"
Michael Trizano ,SeungWoo Choi ,W,L,KO/TKO ,1,4:51,Kevin MacDonald,"November 12, 2022"
Julio Arce ,Montel Jackson ,L,W,Decision - Unanimous ,3,5:00,Marc Goddard,"November 12, 2022"
Carlos Ulberg ,Nicolae Negumereanu ,W,L,KO/TKO ,1,3:44,Kevin MacDonald,"November 12, 2022"
Marina Rodriguez ,Amanda Lemos ,L,W,KO/TKO ,3,0:54,Jason Herzog,"November 05, 2022"
Neil Magny ,Daniel Rodriguez ,W,L,Submission ,3,3:33,Herb Dean,"November 05, 2022"
Darrick Minner ,Shayilan Nuerdanbieke ,L,W,KO/TKO ,1,1:07,Mark Smith,"November 05, 2022"
Tagir Ulanbekov ,Nate Maness ,W,L,Submission ,1,2:11,Chris Tognoni,"November 05, 2022"
Grant Dawson ,Mark Madsen ,W,L,Submission ,3,2:05,Herb Dean,"November 05, 2022"
Miranda Maverick ,Shanna Young ,W,L,Decision - Unanimous ,3,5:00,Jason Herzog,"November 05, 2022"
Mario Bautista ,Benito Lopez ,W,L,Submission ,1,4:54,Chris Tognoni,"November 05, 2022"
Polyana Viana ,Jinh Yu Frey ,W,L,KO/TKO ,1,0:47,Herb Dean,"November 05, 2022"
Liudvik Sholinian ,Johnny Munoz ,L,W,Decision - Unanimous ,3,5:00,Mark Smith,"November 05, 2022"
Carlos Candelario ,Jake Hadley ,L,W,Submission ,2,2:39,Jason Herzog,"November 05, 2022"
Tamires Vidal ,Ramona Pascual ,W,L,KO/TKO ,1,3:06,Chris Tognoni,"November 05, 2022"
Calvin Kattar ,Arnold Allen ,L,W,KO/TKO ,2,0:08,Herb Dean,"October 29, 2022"
Tim Means ,Max Griffin ,L,W,Decision - Split ,3,5:00,Dan Miragliotta,"October 29, 2022"
Waldo Cortes-Acosta ,Jared Vanderaa ,W,L,Decision - Unanimous ,3,5:00,Mark Smith,"October 29, 2022"
Josh Fremd ,Tresean Gore ,L,W,Submission ,2,0:49,Chris Tognoni,"October 29, 2022"
Dustin Jacoby ,Khalil Rountree Jr. ,L,W,Decision - Split ,3,5:00,Herb Dean,"October 29, 2022"
Phil Hawes ,Roman Dolidze ,L,W,KO/TKO ,1,4:09,Dan Miragliotta,"October 29, 2022"
Andrei Arlovski ,Marcos Rogerio de Lima ,L,W,Submission ,1,1:50,Mark Smith,"October 29, 2022"
Joseph Holmes ,JunYong Park ,L,W,Submission ,2,3:04,Chris Tognoni,"October 29, 2022"
Chase Hooper ,Steve Garcia ,L,W,KO/TKO ,1,1:32,Herb Dean,"October 29, 2022"
Cody Durden ,Carlos Mota ,W,L,Decision - Unanimous ,3,5:00,Mark Smith,"October 29, 2022"
Christian Rodriguez ,Joshua Weems ,W,L,Submission ,1,4:07,Chris Tognoni,"October 29, 2022"
Charles Oliveira ,Islam Makhachev ,L,W,Submission ,2,3:16,Jason Herzog,"October 22, 2022"
Aljamain Sterling ,TJ Dillashaw ,W,L,KO/TKO ,2,3:44,Marc Goddard,"October 22, 2022"
Petr Yan ,Sean O'Malley ,L,W,Decision - Split ,3,5:00,Jason Herzog,"October 22, 2022"
Beneil Dariush ,Mateusz Gamrot ,W,L,Decision - Unanimous ,3,5:00,Daniel Movahedi,"October 22, 2022"
Katlyn Chookagian ,Manon Fiorot ,L,W,Decision - Unanimous ,3,5:00,Jason Herzog,"October 22, 2022"
Belal Muhammad ,Sean Brady ,W,L,KO/TKO ,2,4:47,Lukasz Bosacki,"October 22, 2022"
Makhmud Muradov ,Caio Borralho ,L,W,Decision - Unanimous ,3,5:00,Daniel Movahedi,"October 22, 2022"
Volkan Oezdemir ,Nikita Krylov ,L,W,Decision - Unanimous ,3,5:00,Marc Goddard,"October 22, 2022"
Abubakar Nurmagomedov ,Gadzhi Omargadzhiev ,W,L,Decision - Unanimous ,3,5:00,Lukasz Bosacki,"October 22, 2022"
Armen Petrosyan ,AJ Dobson ,W,L,Decision - Unanimous ,3,5:00,Marc Goddard,"October 22, 2022"
Muhammad Mokaev ,Malcolm Gordon ,W,L,Submission ,3,4:26,Daniel Movahedi,"October 22, 2022"
Karol Rosa ,Lina Lansberg ,W,L,Decision - Majority ,3,5:00,Lukasz Bosacki,"October 22, 2022"
Alexa Grasso ,Viviane Araujo ,W,L,Decision - Unanimous ,5,5:00,Mark Smith,"October 15, 2022"
Cub Swanson ,Jonathan Martinez ,L,W,KO/TKO ,2,4:19,Herb Dean,"October 15, 2022"
Jordan Wright ,Dusko Todorovic ,L,W,KO/TKO ,2,3:12,Chris Tognoni,"October 15, 2022"
Raphael Assuncao ,Victor Henry ,W,L,Decision - Unanimous ,3,5:00,Kerry Hatley,"October 15, 2022"
Misha Cirkunov ,Alonzo Menifield ,L,W,KO/TKO ,1,1:28,Mark Smith,"October 15, 2022"
Mana Martinez ,Brandon Davis ,W,L,Decision - Split ,3,5:00,Herb Dean,"October 15, 2022"
Nick Maximov ,Jacob Malkoun ,L,W,Decision - Unanimous ,3,5:00,Mark Smith,"October 15, 2022"
Joanderson Brito ,Lucas Alexander ,W,L,Submission ,1,2:02,Chris Tognoni,"October 15, 2022"
Piera Rodriguez ,Sam Hughes ,W,L,Decision - Unanimous ,3,5:00,Jerin Valel,"October 15, 2022"
Tatsuro Taira ,CJ Vergara ,W,L,Submission ,2,4:19,Kerry Hatley,"October 15, 2022"
Mike Jackson ,Pete Rodriguez ,L,W,KO/TKO ,1,1:33,Chris Tognoni,"October 15, 2022"
Mackenzie Dern ,Yan Xiaonan ,L,W,Decision - Majority ,5,5:00,Chris Tognoni,"October 01, 2022"
Randy Brown ,Francisco Trinaldo ,W,L,Decision - Unanimous ,3,5:00,Keith Peterson,"October 01, 2022"
Raoni Barcelos ,Trevin Jones ,W,L,Decision - Unanimous ,3,5:00,Keith Peterson,"October 01, 2022"
Sodiq Yusuff ,Don Shainis ,W,L,Submission ,1,0:30,Jacob Montalvo,"October 01, 2022"
Mike Davis ,Viacheslav Borshchev ,W,L,Decision - Unanimous ,3,5:00,Kerry Hatley,"October 01, 2022"
John Castaneda ,Daniel Santos ,L,W,KO/TKO ,2,4:28,Keith Peterson,"October 01, 2022"
Ilir Latifi ,Aleksei Oleinik ,W,L,Decision - Unanimous ,3,5:00,Jacob Montalvo,"October 01, 2022"
Joaquim Silva ,Jesse Ronson ,W,L,KO/TKO ,2,3:08,Keith Peterson,"October 01, 2022"
Krzysztof Jotko ,Brendan Allen ,L,W,Submission ,1,4:17,Kerry Hatley,"October 01, 2022"
Julija Stoliarenko ,Chelsea Chandler ,L,W,KO/TKO ,1,4:15,Jacob Montalvo,"October 01, 2022"
Guido Cannetti ,Randy Costa ,W,L,Submission ,1,1:04,Chris Tognoni,"October 01, 2022"
Cory Sandhagen ,Song Yadong ,W,L,TKO - Doctor's Stoppage ,4,5:00,Herb Dean,"September 17, 2022"
Chidi Njokuani ,Gregory Rodrigues ,L,W,KO/TKO ,2,1:27,Mark Smith,"September 17, 2022"
Andre Fili ,Bill Algeo ,W,L,Decision - Split ,3,5:00,Keith Peterson,"September 17, 2022"
Joe Pyfer ,Alen Amedovski ,W,L,KO/TKO ,1,3:55,Chris Tognoni,"September 17, 2022"
Tanner Boser ,Rodrigo Nascimento ,L,W,Decision - Split ,3,5:00,Mark Smith,"September 17, 2022"
Anthony Hernandez ,Marc-Andre Barriault ,W,L,Submission ,3,1:53,Herb Dean,"September 17, 2022"
Damon Jackson ,Pat Sabatini ,W,L,KO/TKO ,1,1:09,Keith Peterson,"September 17, 2022"
Trevin Giles ,Louis Cosce ,W,L,Decision - Unanimous ,3,5:00,Chris Tognoni,"September 17, 2022"
Denise Gomes ,Loma Lookboonmee ,L,W,Decision - Unanimous ,3,5:00,Keith Peterson,"September 17, 2022"
Trey Ogden ,Daniel Zellhuber ,W,L,Decision - Unanimous ,3,5:00,Herb Dean,"September 17, 2022"
Mariya Agapova ,Gillian Robertson ,L,W,Submission ,2,2:19,Mark Smith,"September 17, 2022"
Tony Gravely ,Javid Basharat ,L,W,Decision - Unanimous ,3,5:00,Keith Peterson,"September 17, 2022"
Nikolas Motta ,Cameron VanCamp ,W,L,KO/TKO ,1,3:49,Chris Tognoni,"September 17, 2022"
Nate Diaz ,Tony Ferguson ,W,L,Submission ,4,2:52,Marc Goddard,"September 10, 2022"
Khamzat Chimaev ,Kevin Holland ,W,L,Submission ,1,2:13,Herb Dean,"September 10, 2022"
Li Jingliang ,Daniel Rodriguez ,L,W,Decision - Split ,3,5:00,Mark Smith,"September 10, 2022"
Irene Aldana ,Macy Chiasson ,W,L,KO/TKO ,3,2:21,Jason Herzog,"September 10, 2022"
Johnny Walker ,Ion Cutelaba ,W,L,Submission ,1,4:37,Mike Beltran,"September 10, 2022"
Hakeem Dawodu ,Julian Erosa ,L,W,Decision - Unanimous ,3,5:00,Herb Dean,"September 10, 2022"
Jailton Almeida ,Anton Turkalj ,W,L,Submission ,1,4:27,Marc Goddard,"September 10, 2022"
Denis Tiuliulin ,Jamie Pickett ,W,L,KO/TKO ,2,4:52,Mike Beltran,"September 10, 2022"
Jake Collier ,Chris Barnett ,L,W,KO/TKO ,2,2:24,Mark Smith,"September 10, 2022"
Norma Dumont ,Danyelle Wolf ,W,L,Decision - Unanimous ,3,5:00,Jason Herzog,"September 10, 2022"
Chad Anheliger , Alatengheili ,L,W,Decision - Unanimous ,3,5:00,Herb Dean,"September 10, 2022"
Melissa Martinez ,Elise Reed ,L,W,Decision - Unanimous ,3,5:00,Mark Smith,"September 10, 2022"
Darian Weeks ,Yohan Lainesse ,L,W,Decision - Split ,3,5:00,Mike Beltran,"September 10, 2022"
Ciryl Gane ,Tai Tuivasa ,W,L,KO/TKO ,3,4:23,Marc Goddard,"September 03, 2022"
Robert Whittaker ,Marvin Vettori ,W,L,Decision - Unanimous ,3,5:00,Jason Herzog,"September 03, 2022"
Nassourdine Imavov ,Joaquin Buckley ,W,L,Decision - Unanimous ,3,5:00,Marc Goddard,"September 03, 2022"
Alessio Di Chirico ,Roman Kopylov ,L,W,KO/TKO ,3,1:09,Rich Mitchell,"September 03, 2022"
William Gomis ,Jarno Errens ,W,L,Decision - Unanimous ,3,5:00,Jason Herzog,"September 03, 2022"
Charles Jourdain ,Nathaniel Wood ,L,W,Decision - Unanimous ,3,5:00,Rich Mitchell,"September 03, 2022"
Abus Magomedov ,Dustin Stoltzfus ,W,L,KO/TKO ,1,0:19,Loic Pora,"September 03, 2022"
John Makdessi ,Nasrat Haqparast ,L,W,Decision - Unanimous ,3,5:00,Marc Goddard,"September 03, 2022"
Fares Ziam ,Michal Figlak ,W,L,Decision - Unanimous ,3,5:00,Rich Mitchell,"September 03, 2022"
Benoit Saint Denis ,Gabriel Miranda ,W,L,KO/TKO ,2,0:16,Jason Herzog,"September 03, 2022"
Khalid Taha ,Cristian Quinonez ,L,W,KO/TKO ,1,3:15,Rich Mitchell,"September 03, 2022"
Stephanie Egger ,Ailin Perez ,W,L,Submission ,2,4:54,Loic Pora,"September 03, 2022"
Kamaru Usman ,Leon Edwards ,L,W,KO/TKO ,5,4:04,Herb Dean,"August 20, 2022"
Paulo Costa ,Luke Rockhold ,W,L,Decision - Unanimous ,3,5:00,Mike Beltran,"August 20, 2022"
Jose Aldo ,Merab Dvalishvili ,L,W,Decision - Unanimous ,3,5:00,Jason Herzog,"August 20, 2022"
Wu Yanan ,Lucie Pudilova ,L,W,KO/TKO ,2,4:04,Herb Dean,"August 20, 2022"
Tyson Pedro ,Harry Hunsucker ,W,L,KO/TKO ,1,1:05,Mike Beltran,"August 20, 2022"
Marcin Tybura ,Alexandr Romanov ,W,L,Decision - Majority ,3,5:00,Jason Herzog,"August 20, 2022"
Leonardo Santos ,Jared Gordon ,L,W,Decision - Unanimous ,3,5:00,Herb Dean,"August 20, 2022"
Sean Woodson ,Luis Saldana ,D,D,Decision - Split ,3,5:00,Mike Beltran,"August 20, 2022"
AJ Fletcher ,Ange Loosa ,L,W,Decision - Unanimous ,3,5:00,Mike Beltran,"August 20, 2022"
Amir Albazi ,Francisco Figueiredo ,W,L,Submission ,1,4:34,Dave Seljestad,"August 20, 2022"
 Aoriqileng ,Jay Perrin ,W,L,Decision - Unanimous ,3,5:00,Tyler Tomlinson,"August 20, 2022"
Daniel Lacerda ,Victor Altamirano ,L,W,KO/TKO ,1,3:39,Dave Seljestad,"August 20, 2022"
Marlon Vera ,Dominick Cruz ,W,L,KO/TKO ,4,2:17,Herb Dean,"August 13, 2022"
Nate Landwehr ,David Onama ,W,L,Decision - Majority ,3,5:00,Mike Beltran,"August 13, 2022"
Yazmin Jauregui ,Iasmin Lucindo ,W,L,Decision - Unanimous ,3,5:00,Jason Herzog,"August 13, 2022"
Devin Clark ,Azamat Murzakanov ,L,W,KO/TKO ,3,1:18,Frank Trigg,"August 13, 2022"
Priscila Cachoeira ,Ariane Lipski ,W,L,KO/TKO ,1,1:05,Herb Dean,"August 13, 2022"
Bruno Silva ,Gerald Meerschaert ,L,W,Submission ,3,1:39,Mike Beltran,"August 13, 2022"
Angela Hill ,Loopy Godinez ,W,L,Decision - Unanimous ,3,5:00,Jason Herzog,"August 13, 2022"
Martin Buday ,Lukasz Brzeski ,W,L,Decision - Split ,3,5:00,Frank Trigg,"August 13, 2022"
Cynthia Calvillo ,Nina Nunes ,L,W,Decision - Split ,3,5:00,Herb Dean,"August 13, 2022"
Gabriel Benitez ,Charlie Ontiveros ,W,L,KO/TKO ,1,3:33,Mike Beltran,"August 13, 2022"
Ode Osbourne ,Tyson Nam ,L,W,KO/TKO ,1,2:59,Jason Herzog,"August 13, 2022"
Jason Witt ,Josh Quinlan ,L,W,KO/TKO ,1,2:09,Frank Trigg,"August 13, 2022"
Youssef Zalal ,Da'Mon Blackshear ,D,D,Decision - Majority ,3,5:00,Herb Dean,"August 13, 2022"
Thiago Santos ,Jamahal Hill ,L,W,KO/TKO ,4,2:31,Herb Dean,"August 06, 2022"
Vicente Luque ,Geoff Neal ,L,W,KO/TKO ,3,2:01,Keith Peterson,"August 06, 2022"
Mohammed Usman ,Zac Pauga ,W,L,KO/TKO ,2,0:36,Mark Smith,"August 06, 2022"
Brogan Walker ,Juliana Miller ,L,W,KO/TKO ,3,3:57,Keith Peterson,"August 06, 2022"
Augusto Sakai ,Serghei Spivac ,L,W,KO/TKO ,2,3:42,Mark Smith,"August 06, 2022"
Terrance McKinney ,Erick Gonzalez ,W,L,Submission ,1,2:17,Keith Peterson,"August 06, 2022"
Sam Alvey ,Michal Oleksiejczuk ,L,W,KO/TKO ,1,1:56,Herb Dean,"August 06, 2022"
Bryan Battle ,Takashi Sato ,W,L,KO/TKO ,1,0:44,Mark Smith,"August 06, 2022"
Cory McKenna ,Miranda Granger ,W,L,Submission ,2,1:03,Keith Peterson,"August 06, 2022"
Mayra Bueno Silva ,Stephanie Egger ,W,L,Submission ,1,1:17,Chris Tognoni,"August 06, 2022"
Julianna Pena ,Amanda Nunes ,L,W,Decision - Unanimous ,5,5:00,Mike Beltran,"July 30, 2022"
Brandon Moreno ,Kai Kara-France ,W,L,KO/TKO ,3,4:34,Herb Dean,"July 30, 2022"
Derrick Lewis ,Sergei Pavlovich ,L,W,KO/TKO ,1,0:55,Dan Miragliotta,"July 30, 2022"
Alexandre Pantoja ,Alex Perez ,W,L,Submission ,1,1:31,Kerry Hatley,"July 30, 2022"
Magomed Ankalaev ,Anthony Smith ,W,L,KO/TKO ,2,3:09,Jacob Montalvo,"July 30, 2022"
Alex Morono ,Matthew Semelsberger ,W,L,Decision - Unanimous ,3,5:00,Dan Miragliotta,"July 30, 2022"
Drew Dober ,Rafael Alves ,W,L,KO/TKO ,3,1:30,Mike Beltran,"July 30, 2022"
Don'Tale Mayes ,Hamdy Abdelwahab ,NC,NC,Overturned ,3,5:00,Kerry Hatley,"July 30, 2022"
Drakkar Klose ,Rafa Garcia ,W,L,Decision - Unanimous ,3,5:00,Jacob Montalvo,"July 30, 2022"
Michael Morales ,Adam Fugitt ,W,L,KO/TKO ,3,1:09,Herb Dean,"July 30, 2022"
Joselyne Edwards ,Ji Yeon Kim ,W,L,Decision - Split ,3,5:00,Mike Beltran,"July 30, 2022"
Nicolae Negumereanu ,Ihor Potieria ,W,L,KO/TKO ,2,3:33,Kerry Hatley,"July 30, 2022"
Orion Cosce ,Blood Diamond ,W,L,Decision - Unanimous ,3,5:00,Jacob Montalvo,"July 30, 2022"
Curtis Blaydes ,Tom Aspinall ,W,L,KO/TKO ,1,0:15,Herb Dean,"July 23, 2022"
Jack Hermansson ,Chris Curtis ,W,L,Decision - Unanimous ,3,5:00,Marc Goddard,"July 23, 2022"
Paddy Pimblett ,Jordan Leavitt ,W,L,Submission ,2,2:46,Daniel Movahedi,"July 23, 2022"
Nikita Krylov ,Alexander Gustafsson ,W,L,KO/TKO ,1,1:07,Marc Goddard,"July 23, 2022"
Molly McCann ,Hannah Goldy ,W,L,KO/TKO ,1,3:52,Herb Dean,"July 23, 2022"
Paul Craig ,Volkan Oezdemir ,L,W,Decision - Unanimous ,3,5:00,Lukasz Bosacki,"July 23, 2022"
Mason Jones ,Ludovit Klein ,L,W,Decision - Unanimous ,3,5:00,Marc Goddard,"July 23, 2022"
Marc Diakiese ,Damir Hadzovic ,W,L,Decision - Unanimous ,3,5:00,Herb Dean,"July 23, 2022"
Nathaniel Wood ,Charles Rosa ,W,L,Decision - Unanimous ,3,5:00,Lukasz Bosacki,"July 23, 2022"
Makwan Amirkhani ,Jonathan Pearce ,L,W,KO/TKO ,2,4:10,Daniel Movahedi,"July 23, 2022"
Muhammad Mokaev ,Charles Johnson ,W,L,Decision - Unanimous ,3,5:00,Marc Goddard,"July 23, 2022"
Jai Herbert ,Kyle Nelson ,W,L,Decision - Unanimous ,3,5:00,Herb Dean,"July 23, 2022"
Mandy Bohm ,Victoria Leonardo ,L,W,Decision - Unanimous ,3,5:00,Daniel Movahedi,"July 23, 2022"
Claudio Silva ,Nicolas Dalby ,L,W,Decision - Unanimous ,3,5:00,Lukasz Bosacki,"July 23, 2022"
Brian Ortega ,Yair Rodriguez ,L,W,KO/TKO ,1,4:11,Keith Peterson,"July 16, 2022"
Michelle Waterson-Gomez ,Amanda Lemos ,L,W,Submission ,2,1:48,Kevin MacDonald,"July 16, 2022"
Li Jingliang ,Muslim Salikhov ,W,L,KO/TKO ,2,4:38,Dan Miragliotta,"July 16, 2022"
Matt Schnell , Sumudaerji ,W,L,Submission ,2,4:24,Jacob Montalvo,"July 16, 2022"
Shane Burgos ,Charles Jourdain ,W,L,Decision - Majority ,3,5:00,Keith Peterson,"July 16, 2022"
Lauren Murphy ,Miesha Tate ,W,L,Decision - Unanimous ,3,5:00,Kevin MacDonald,"July 16, 2022"
Punahele Soriano ,Dalcha Lungiambula ,W,L,KO/TKO ,2,0:28,Dan Miragliotta,"July 16, 2022"
Ricky Simon ,Jack Shore ,W,L,Submission ,2,3:28,Jacob Montalvo,"July 16, 2022"
Bill Algeo ,Herbert Burns ,W,L,KO/TKO ,2,1:50,Keith Peterson,"July 16, 2022"
Dustin Jacoby ,Da Woon Jung ,W,L,KO/TKO ,1,3:13,Kevin MacDonald,"July 16, 2022"
Dwight Grant ,Dustin Stoltzfus ,L,W,Decision - Unanimous ,3,5:00,Dan Miragliotta,"July 16, 2022"
Jessica Penne ,Emily Ducote ,L,W,Decision - Unanimous ,3,5:00,Jacob Montalvo,"July 16, 2022"
Rafael Dos Anjos ,Rafael Fiziev ,L,W,KO/TKO ,5,0:18,Mark Smith,"July 09, 2022"
Caio Borralho ,Armen Petrosyan ,W,L,Decision - Unanimous ,3,5:00,Mike Beltran,"July 09, 2022"
Douglas Silva de Andrade ,Said Nurmagomedov ,L,W,Decision - Unanimous ,3,5:00,Herb Dean,"July 09, 2022"
Jared Vanderaa ,Chase Sherman ,L,W,KO/TKO ,3,3:10,Mark Smith,"July 09, 2022"
Aiemann Zahabi ,Ricky Turcios ,W,L,Decision - Unanimous ,3,5:00,Mike Beltran,"July 09, 2022"
Michael Johnson ,Jamie Mullarkey ,L,W,Decision - Split ,3,5:00,Herb Dean,"July 09, 2022"
Cody Brundage ,Tresean Gore ,W,L,KO/TKO ,1,3:50,Herb Dean,"July 09, 2022"
Antonina Shevchenko ,Cortney Casey ,W,L,Decision - Split ,3,5:00,Chris Tognoni,"July 09, 2022"
David Onama ,Garrett Armfield ,W,L,Submission ,2,3:13,Mike Beltran,"July 09, 2022"
Kennedy Nzechukwu ,Karl Roberson ,W,L,KO/TKO ,3,2:19,Mark Smith,"July 09, 2022"
Ronnie Lawrence ,Saidyokub Kakhramonov ,L,W,Decision - Unanimous ,3,5:00,Chris Tognoni,"July 09, 2022"
Israel Adesanya ,Jared Cannonier ,W,L,Decision - Unanimous ,5,5:00,Herb Dean,"July 02, 2022"
Alexander Volkanovski ,Max Holloway ,W,L,Decision - Unanimous ,5,5:00,Marc Goddard,"July 02, 2022"
Sean Strickland ,Alex Pereira ,L,W,KO/TKO ,1,2:36,Jason Herzog,"July 02, 2022"
Robbie Lawler ,Bryan Barberena ,L,W,KO/TKO ,2,4:47,Mark Smith,"July 02, 2022"
Pedro Munhoz ,Sean O'Malley ,NC,NC,Could Not Continue ,2,3:09,Jason Herzog,"July 02, 2022"
Brad Riddell ,Jalin Turner ,L,W,Submission ,1,0:45,Marc Goddard,"July 02, 2022"
Jim Miller ,Donald Cerrone ,W,L,Submission ,2,1:32,Mark Smith,"July 02, 2022"
Ian Garry ,Gabe Green ,W,L,Decision - Unanimous ,3,5:00,Chris Tognoni,"July 02, 2022"
Brad Tavares ,Dricus Du Plessis ,L,W,Decision - Unanimous ,3,5:00,Mark Smith,"July 02, 2022"
Uriah Hall ,Andre Muniz ,L,W,Decision - Unanimous ,3,5:00,Herb Dean,"July 02, 2022"
Jessica Eye ,Maycee Barber ,L,W,Decision - Unanimous ,3,5:00,Jason Herzog,"July 02, 2022"
Jessica-Rose Clark ,Julija Stoliarenko ,L,W,Submission ,1,0:42,Chris Tognoni,"July 02, 2022"
Arman Tsarukyan ,Mateusz Gamrot ,L,W,Decision - Unanimous ,5,5:00,Jason Herzog,"June 25, 2022"
Neil Magny ,Shavkat Rakhmonov ,L,W,Submission ,2,4:58,Chris Tognoni,"June 25, 2022"
Josh Parisian ,Alan Baudot ,W,L,KO/TKO ,2,3:04,Mark Smith,"June 25, 2022"
Thiago Moises ,Christos Giagos ,W,L,Submission ,1,3:05,Herb Dean,"June 25, 2022"
Nate Maness ,Umar Nurmagomedov ,L,W,Decision - Unanimous ,3,5:00,Jason Herzog,"June 25, 2022"
Chris Curtis ,Rodolfo Vieira ,W,L,Decision - Unanimous ,3,5:00,Mark Smith,"June 25, 2022"
Carlos Ulberg ,Tafon Nchukwi ,W,L,KO/TKO ,1,1:15,Herb Dean,"June 25, 2022"
Shayilan Nuerdanbieke ,TJ Brown ,W,L,Decision - Unanimous ,3,5:00,Chris Tognoni,"June 25, 2022"
Raulian Paiva ,Sergey Morozov ,L,W,Decision - Unanimous ,3,5:00,Jason Herzog,"June 25, 2022"
JP Buys ,Cody Durden ,L,W,KO/TKO ,1,1:08,Mark Smith,"June 25, 2022"
Brian Kelleher ,Mario Bautista ,L,W,Submission ,1,2:27,Herb Dean,"June 25, 2022"
Vanessa Demopoulos ,Jinh Yu Frey ,W,L,Decision - Split ,3,5:00,Chris Tognoni,"June 25, 2022"
Calvin Kattar ,Josh Emmett ,L,W,Decision - Split ,5,5:00,Herb Dean,"June 18, 2022"
Tim Means ,Kevin Holland ,L,W,Submission ,2,1:28,Kerry Hatley,"June 18, 2022"
